session_id,user_id,anonymous_id,started_at,ended_at,duration_seconds,device_type,platform,country,referrer,_source_system,_ingested_at,_batch_id
ses_80daa8ca,usr_6502d6a2,anon_10b6a662,2026-05-06 11:26:00,2026-05-06 11:54:15,1695,mobile,ios,BR,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_f2ce7eeb,usr_7490adeb,anon_85319f0f,2026-05-06 04:21:57,2026-05-06 04:28:37,400,desktop,web,US,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_6f04af36,usr_9e50aa42,anon_2240063b,2026-05-06 05:24:01,2026-05-06 05:30:44,403,tablet,android,US,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_7d7c59a5,usr_939b462d,anon_2a35ce30,2026-05-06 01:07:53,2026-05-06 01:35:59,1686,desktop,web,DE,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_cfdfc6f9,usr_4ddb1b36,anon_396d1ffb,2026-05-06 05:05:22,,527,desktop,ios,GB,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_3610901c,usr_7f9d3e64,anon_812faa38,2026-05-06 22:56:54,2026-05-06 23:41:24,2670,desktop,ios,US,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_b60b4f87,usr_23377bbc,anon_600c9c71,2026-05-06 16:08:41,2026-05-06 17:04:25,3344,tablet,android,CA,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_c5709e30,usr_287d06ca,anon_980b6853,2026-05-06 06:06:58,2026-05-06 06:46:38,2380,desktop,android,US,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_1bad52a8,usr_939b462d,anon_0c5921f8,2026-05-06 12:53:12,2026-05-06 13:08:21,909,mobile,android,GB,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_71be94c3,usr_8de7ad6c,anon_40b374f8,2026-05-06 08:56:55,2026-05-06 09:41:36,2681,mobile,web,BR,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_349b5089,,anon_0261c87a,2026-05-06 13:56:42,2026-05-06 14:06:34,592,desktop,web,DE,,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_19d9d0b5,usr_3985fb62,anon_9f6facc1,2026-05-06 13:04:29,2026-05-06 13:37:43,1994,mobile,web,AU,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_6b382a0a,usr_451b4cf3,anon_82f73861,2026-05-06 11:36:35,2026-05-06 12:17:50,2475,desktop,android,US,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_485f7888,usr_10d4de39,anon_7f6bd3c6,2026-05-06 21:15:44,2026-05-06 21:32:07,983,mobile,web,DE,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_c72850c1,usr_d4d60735,anon_f91e5fcd,2026-05-06 02:02:08,2026-05-06 02:54:47,3159,mobile,android,AU,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_68e5c8cd,usr_dedab027,anon_8c52d271,2026-05-06 11:34:41,2026-05-06 12:30:13,3332,mobile,web,US,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_b02e21aa,usr_1d2324e6,anon_3c088990,2026-05-06 05:10:25,2026-05-06 05:49:21,2336,desktop,android,FR,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_16c8e3d7,usr_6c006f61,anon_92fbacf6,2026-05-06 02:02:42,2026-05-06 02:19:04,982,mobile,android,US,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_f30ee4fe,usr_0640be0f,anon_13365c0c,2026-05-06 04:45:03,2026-05-06 05:08:48,1425,tablet,android,US,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_7f53d344,usr_939b462d,anon_e82b5b36,2026-05-06 17:08:56,2026-05-06 18:02:01,3185,desktop,ios,FR,direct,event_tracker,2026-05-06 23:05:00,batch_20260506
ses_b60b4f87,usr_23377bbc,anon_600c9c71,2026-05-06 16:08:41,2026-05-06 17:04:25,3344,tablet,android,CA,google,event_tracker,2026-05-06 23:05:00,batch_20260506
ses_e79f9f3d,usr_56ab087a,anon_74eda60e,2026-05-04 05:09:26,2026-05-04 06:02:47,3201,mobile,web,AU,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_439db29d,usr_7f9d3e64,anon_d02c75f9,2026-05-04 14:24:11,2026-05-04 15:04:41,2430,mobile,android,FR,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_f692641a,usr_96a402f2,anon_e3de4ec0,2026-05-07 19:55:02,2026-05-07 20:01:53,411,tablet,android,US,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a7939a2e,usr_d7fa2d8d,anon_57423882,2026-05-07 22:06:42,2026-05-07 22:36:50,1808,mobile,ios,DE,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_d10bf4dc,usr_f4dbca07,anon_54fc286f,2026-05-07 19:39:55,2026-05-07 19:58:31,1116,mobile,ios,US,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_99966612,usr_aa2960fd,anon_5d00df1b,2026-05-07 17:52:29,2026-05-07 18:03:28,659,mobile,ios,FR,,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_18f1a1e4,usr_e7067ef4,anon_008ffab9,2026-05-07 00:56:13,2026-05-07 01:10:50,877,mobile,ios,BR,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a2379e6f,usr_585a0afa,anon_8c357321,2026-05-07 17:08:47,2026-05-07 17:42:40,2033,mobile,web,JP,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_1b37ef19,usr_3985fb62,anon_7e0f60b2,2026-05-07 13:26:58,2026-05-07 13:40:12,794,mobile,android,FR,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_be153187,usr_1d2324e6,anon_41191aa7,2026-05-07 02:14:39,2026-05-07 02:25:28,649,desktop,ios,AU,,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_1ee93260,usr_b1a8b71f,anon_3730dfba,2026-05-07 21:28:16,2026-05-07 21:44:17,961,desktop,web,JP,,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_30c9c51f,usr_5f59fb4d,anon_c1d48a10,2026-05-07 17:17:16,2026-05-07 17:56:51,2375,mobile,ios,JP,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a21c0c06,usr_cc21cbdb,anon_1f8b4af1,2026-05-07 18:49:00,2026-05-07 19:44:08,3308,tablet,ios,CA,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_75175f39,usr_75873920,anon_811317a8,2026-05-07 06:05:10,2026-05-07 06:20:07,897,mobile,android,CA,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_011c4544,usr_fb37afae,anon_8da03d88,2026-05-07 22:50:11,2026-05-07 23:00:46,635,mobile,web,CA,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_95ca788d,usr_585a0afa,anon_c7f4f4f9,2026-05-07 20:05:58,2026-05-07 20:28:43,1365,desktop,ios,JP,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_b11af726,usr_f1eedba3,anon_d0b3d752,2026-05-07 20:37:44,2026-05-07 21:18:22,2438,tablet,ios,CA,,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a8535961,usr_80bbae52,anon_52645a59,2026-05-07 10:24:58,2026-05-07 11:24:41,3583,mobile,android,FR,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_6b2d9ccc,usr_01fa964e,anon_b148b2a6,2026-05-07 22:10:17,,1967,mobile,ios,JP,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_65daced0,usr_873dc8bd,anon_4b4ef503,2026-05-07 12:04:09,2026-05-07 12:51:47,2858,desktop,android,AU,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_235fc3d5,usr_d4d60735,anon_e2ed8686,2026-05-07 11:02:02,2026-05-07 11:23:45,1303,mobile,web,CA,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_d7d3b9d9,,anon_505c7527,2026-05-07 16:07:59,2026-05-07 17:01:19,3200,mobile,android,CA,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_8db78572,usr_f86b543a,anon_35afbb2d,2026-05-07 14:49:28,2026-05-07 15:40:32,3064,desktop,android,US,,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_afc5c20e,usr_6c52c49f,anon_21f6c63d,2026-05-07 11:19:39,2026-05-07 12:08:35,2936,mobile,web,US,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_f9a55cf2,usr_32399ffb,anon_8ae0b8a0,2026-05-07 07:18:29,2026-05-07 08:16:07,3458,mobile,ios,AU,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_b5d9ad36,usr_fb37afae,anon_8ff19886,2026-05-07 16:54:06,2026-05-07 17:29:04,2098,tablet,web,US,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_f1530f68,usr_9a36d1ec,anon_ac9b389a,2026-05-07 16:14:31,2026-05-07 16:27:08,757,mobile,web,AU,email,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_88addab1,usr_cedd069d,anon_6c21835d,2026-05-07 09:25:03,2026-05-07 10:16:40,3097,mobile,ios,JP,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_1b41a61e,usr_01fa964e,anon_0d95aaf5,2026-05-07 07:48:11,2026-05-07 08:47:11,3540,mobile,ios,FR,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_4458b006,usr_84182d35,anon_fbc8c77e,2026-05-07 00:19:26,2026-05-07 00:52:17,1971,desktop,web,US,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_257c54bc,usr_ef4afa88,anon_c8cba592,2026-05-07 11:07:17,2026-05-07 11:56:26,2949,desktop,android,JP,email,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_8a8a4105,usr_be6033f7,anon_73dd3bc6,2026-05-07 16:59:31,2026-05-07 17:20:38,1267,desktop,android,CA,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_acef45c4,usr_5e2ad32d,anon_396c357b,2026-05-07 13:37:31,2026-05-07 14:16:20,2329,desktop,android,CA,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_638e1388,,anon_cbfd4a31,2026-05-07 10:03:59,2026-05-07 10:48:12,2653,mobile,web,FR,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_b1644235,,anon_61af663c,2026-05-07 08:44:56,2026-05-07 08:49:18,262,desktop,web,JP,email,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_c9c1ad45,usr_f4dbca07,anon_f740d87c,2026-05-07 00:55:36,2026-05-07 01:40:50,2714,mobile,android,JP,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_be6127a8,usr_67884209,anon_de6cf36b,2026-05-07 20:49:38,2026-05-07 21:45:50,3372,desktop,ios,BR,email,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_716ca1f2,usr_64215e66,anon_a23ff67d,2026-05-07 06:11:20,2026-05-07 07:09:13,3473,desktop,android,CA,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_5e244824,,anon_bd0b0fa2,2026-05-07 09:25:02,2026-05-07 10:15:02,3000,desktop,ios,AU,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_b993ff63,usr_236c7b87,anon_72e588e9,2026-05-07 11:10:50,2026-05-07 11:40:02,1752,mobile,android,FR,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_13106665,usr_38ab854c,anon_bc2e2b59,2026-05-07 01:57:15,2026-05-07 02:56:53,3578,desktop,web,CA,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_0a670143,usr_06998731,anon_43a534d2,2026-05-07 04:21:44,2026-05-07 05:21:27,3583,desktop,android,US,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_d89462e8,,anon_77617d80,2026-05-07 07:17:33,2026-05-07 07:41:26,1433,desktop,android,GB,email,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_0a398bf7,usr_5380b904,anon_98cd2655,2026-05-07 02:56:32,2026-05-07 03:30:19,2027,tablet,android,US,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a0180791,usr_b227462c,anon_4d187b75,2026-05-07 06:08:19,2026-05-07 06:48:09,2390,mobile,ios,GB,,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_8cd74c27,usr_cae28e66,anon_b52a9e6b,2026-05-07 14:41:13,2026-05-07 15:11:00,1787,mobile,ios,DE,email,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_f4fd25b7,usr_cedd069d,anon_c948384b,2026-05-07 11:43:53,2026-05-07 12:36:03,3130,mobile,web,US,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_8b074d1a,usr_873dc8bd,anon_597278c5,2026-05-07 12:32:14,2026-05-07 12:54:02,1308,mobile,web,FR,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a9d049dc,,anon_4b27b079,2026-05-07 01:39:52,2026-05-07 02:00:43,1251,mobile,web,AU,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_9e47a339,usr_439472e6,anon_8fb3a134,2026-05-07 12:28:42,2026-05-07 13:02:39,2037,mobile,android,US,direct,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a6388854,usr_ce9e1a11,anon_5893ef12,2026-05-07 07:41:21,,3036,desktop,ios,AU,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_a46b6fce,usr_15b02530,anon_3e6b74fd,2026-05-07 09:18:46,2026-05-07 10:11:55,3189,mobile,ios,CA,google,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_99966612,usr_aa2960fd,anon_5d00df1b,2026-05-07 17:52:29,2026-05-07 18:03:28,659,mobile,ios,FR,,event_tracker,2026-05-07 23:05:00,batch_20260507
ses_f4fd25b7,usr_cedd069d,anon_c948384b,2026-05-07 11:43:53,2026-05-07 12:36:03,3130,mobile,web,US,direct,event_tracker,2026-05-07 23:05:00,batch_20260507
ses_e2ba9fce,usr_3f07f814,anon_cbd431cc,2026-05-05 15:10:27,2026-05-05 15:41:16,1849,desktop,ios,FR,facebook,event_tracker,2026-05-07 23:00:00,batch_20260507
ses_41afeb2a,usr_81f38dd4,anon_06531d47,2026-05-05 05:34:30,2026-05-05 05:49:01,871,tablet,web,US,email,event_tracker,2026-05-07 23:00:00,batch_20260507
